CAMIS,DBA,CUISINE DESCRIPTION,Latitude, Longitude,AVG_SCORE,AVG_GRADE,ADDRESS,BORO,ZIPCODE,PHONE
50102232,PEAK RESTAURANT,American,40.75398451,-73.99983036,2.00,B+,500 WEST   33 STREET Manhattan 10001,Manhattan,10001,2129576481
50102234,TERIYAKI MONSTER,Chinese,40.75830803,-73.80427497,2.00,B+,4354 162ND ST Queens 11358,Queens,11358,7183210762
50102250,XOXO KITCHEN & BAKERY,American,40.69936542,-73.90492381,3.00,A,883 CYPRESS AVENUE Queens 11385,Queens,11385,5189307739
50102262,ORCHID GARDEN CHINESE RESTAURANT,Chinese,40.61401477,-74.00045022,1.67,B-,7706 NEW UTRECHT AVENUE Brooklyn 11214,Brooklyn,11214,7188372017
50102277,KUNG FU TEA,Coffee/Tea,40.7171469,-73.99437247,3.00,A,73 CHRYSTIE STREET Manhattan 10002,Manhattan,10002,9175828883
50102282,MISAKI,Japanese,40.54235092,-74.20823691,3.00,A,645 ROSSVILLE AVENUE Staten Island 10309,Staten Island,10309,7189668882
50102283,HOUSE PARTY CAFE & LOUNGE,American,40.68868097,-73.91674104,3.00,A,1178 BUSHWICK AVENUE Brooklyn 11221,Brooklyn,11221,718_676012
50102295,GREEK XPRESS,Greek,40.75546347,-73.98961554,3.00,A,264 WEST   40 STREET Manhattan 10018,Manhattan,10018,3477015000
50102296,BIG JOHN'S COFFEE SHOP & GRILL,American,40.65668239,-74.00196424,3.00,A,876 4 AVENUE Brooklyn 11232,Brooklyn,11232,7189651808
50102309,PETER'S GRILL & BAR,Spanish,40.68584304,-73.86501732,3.00,A,7511 ROCKAWAY BLVD Queens 11421,Queens,11421,7184873801
50102310,ELEVA COFFEE,Coffee/Tea,40.73671491,-73.95771253,3.00,A,7 BELL SLIP Brooklyn 11222,Brooklyn,11222,3472944200
50102315,LONG CHENG RESTAURANT,Chinese,40.67986192,-73.8849203,3.00,A,2977 FULTON STREET Brooklyn 11208,Brooklyn,11208,3478662921
50102319,KRISPY KREME,Bakery Products/Desserts,40.75149972,-73.98653025,3.00,A,994 6 AVENUE Manhattan 10018,Manhattan,10018,2127768176
50102325,CALIBELLA BAKERY & PIQUETEADERO,Bakery Products/Desserts,40.70297456,-73.90799509,3.00,A,690 SENECA AVENUE Queens 11385,Queens,11385,9174352543
50102329,MELTING POT CUISINE,Caribbean,40.70181192,-73.94372688,1.67,B-,685 BROADWAY Brooklyn 11206,Brooklyn,11206,3478449004
50102339,ONE TWO THAI,Thai,40.74553435,-73.97973223,2.00,B+,153 EAST   33 STREET Manhattan 10016,Manhattan,10016,6469186144
50102340,LEVAIN BAKERY,Bakery Products/Desserts,40.72603721,-73.99457737,3.00,A,340 LAFAYETTE STREET Manhattan 10012,Manhattan,10012,9174643746
50102342,THE IZAKAYA,Japanese,40.72370859,-73.98352342,2.33,B+,215 EAST    4 STREET Manhattan 10009,Manhattan,10009,6465245251
50102343,HALAL FRESH FOOD,African,40.8298921,-73.91504598,3.00,A,1064 COLLEGE AVENUE Bronx 10456,Bronx,10456,7184108202
50102361,CASA DEL MOLCAJETE,Mexican,40.6264951,-74.07553664,3.00,A,635 BAY STREET Staten Island 10304,Staten Island,10304,3472954303
50102366,SUNCITY CARIBBEAN FLAVOR,Caribbean,40.64260245,-73.95161428,2.00,B+,1110 ROGERS AVENUE Brooklyn 11226,Brooklyn,11226,6467303757
50102368,ANANDA,Indian,40.72888091,-73.99927118,2.00,B+,210 THOMPSON STREET Manhattan 10012,Manhattan,10012,2125337290
50102376,ZERDA,Mediterranean,40.68831821,-73.98936282,2.00,B+,101 SMITH STREET Brooklyn 11201,Brooklyn,11201,3479874716
50102379,KENNEDY FRIED CHICKEN AND PIZZA,Chicken,40.85210195,-73.90387687,2.00,B+,2041 GRAND CONCOURSE Bronx 10453,Bronx,10453,3479449117
50102385,THE PINEAPPLE CLUB,New American,40.72527035,-73.98347252,3.00,A,509 EAST    6 STREET Manhattan 10009,Manhattan,10009,2126978600
50102393,2 BROS PIZZA,Pizza,40.75487354,-73.99206284,3.00,A,300 WEST   38 STREET Manhattan 10018,Manhattan,10018,2122391117
50102402,ZAO MEN QIAN,Chinese,40.75045187,-73.81893348,3.00,A,4609 KISSENA BLVD Queens 11355,Queens,11355,9293058205
50102413,WINGSTOP,Chicken,40.68185764,-73.76609459,3.00,A,12614 MERRICK BLVD Queens 11434,Queens,11434,3472666842
50102423,DUNKIN' DONUTS,Coffee/Tea,40.84427689,-73.88885629,3.00,A,760 EAST TREMONT AVENUE Bronx 10460,Bronx,10460,9739319410
50102428,SUNDAYS WELL,American,40.74088505,-73.98165708,3.00,A,360 3 AVENUE Manhattan 10016,Manhattan,10016,6467073190
50102435,DIM SUM CHELSEA,Chinese,40.7447182,-73.99888846,2.50,A,236 8 AVENUE Manhattan 10011,Manhattan,10011,2126450100
50102459,RAKU IT'S JAPANESE,Japanese,40.75684045,-73.96932606,2.50,A,212 EAST   52 STREET Manhattan 10022,Manhattan,10022,2123553272
50102460,GONG CHA,Coffee/Tea,40.7603431,-73.98471276,3.00,A,1600 BROADWAY Manhattan 10019,Manhattan,10019,2126592513
50102465,LA QUINTA INNS AND SUITES,American,40.77617925,-73.97798256,1.25,C,31 WEST   71 STREET Manhattan 10023,Manhattan,10023,2127214770
50102474,ELK CAFE,Coffee/Tea,40.65502147,-73.97338793,3.00,A,154 PROSPECT PARK SOUTHWEST Brooklyn 11218,Brooklyn,11218,3474394780
50102477,FARRA,New American,40.71680929,-74.00566357,3.00,A,71 WORTH STREET Manhattan 10013,Manhattan,10013,9175762242
50102488,NEW FU JU LOU,Chinese,40.64178081,-74.00658323,2.00,B+,5103 7 AVENUE Brooklyn 11220,Brooklyn,11220,9176500811
50102493,SUBWAY,Sandwiches,40.66642082,-73.75679487,3.00,A,21925 N CONDUIT AVE Queens 11413,Queens,11413,9174455726
50102528,EL REY DEL TACO,Mexican,40.76390263,-73.92253084,2.00,B+,3203 31ST AVE Queens 11106,Queens,11106,3474486231
50102529,COPPER MUG COFFEE,Coffee/Tea,40.71640991,-73.95988266,2.11,B+,131 NORTH    4 STREET Brooklyn 11249,Brooklyn,11249,7186400811
50102541,BAO BAO,Chinese,40.75441492,-73.98904903,3.00,A,214 WEST   39 STREET Manhattan 10018,Manhattan,10018,9179652214
50102551,BALCONY LOUNGE,American,40.77862632,-73.96254586,3.00,A,1000 5 AVENUE Manhattan 10028,Manhattan,10028,3473620904
50102553,VALDES HOUSE BAR RESTAURANT,Latin American,40.76013324,-73.87747498,2.33,B+,9109 31ST AVE Queens 11369,Queens,11369,3478853498
50102554,A & S CAFE,Bagels/Pretzels,40.7641115,-73.82714133,3.00,A,13846 NORTHERN BLVD Queens 11354,Queens,11354,7187049799
50102557,MARCONIS PIZZA,Pizza,40.88086966,-73.87804359,3.00,A,179 E GUN HILL RD  #181 Bronx 10467,Bronx,10467,7187984970
50102559,HUITLACOCHE TAQUERIA RESTAURANT,Mexican,40.70182567,-73.90605636,3.00,A,778 SENECA AVENUE Queens 11385,Queens,11385,3477439748
50102562,Gran Morelos Diner and Bakery,American,40.71167108,-73.94360671,3.00,A,727 GRAND STREET Brooklyn 11211,Brooklyn,11211,7182189441
50102573,A GUSTO,Thai,40.6800014,-73.94262409,3.00,A,1450 FULTON STREET Brooklyn 11216,Brooklyn,11216,3475339961
50102574,HUDSON PARK (GOOGLE),American,40.72630333,-74.00748998,3.00,A,315 HUDSON STREET Manhattan 10013,Manhattan,10013,8582487642
50102582,INWOOD PIZZA,Pizza,40.8649009,-73.92238019,3.00,A,179 SHERMAN AVENUE Manhattan 10034,Manhattan,10034,6463090660
50102604,THE RED GRILL MEXICAN RESTAURANT,Mexican,40.77927237,-73.95073467,3.00,A,1701 2 AVENUE Manhattan 10128,Manhattan,10128,2127222188
50102608,DUNKIN DONUTS,Donuts,40.67190865,-73.85667496,3.00,A,13335 79TH ST Queens 11414,Queens,11414,7182964295
50102626,TOFU STORY/COFFEE STORY,Korean,40.76488941,-73.812147,3.00,A,15222 NORTHERN BLVD Queens 11354,Queens,11354,3475060797
50102634,MR. ZENG KITCHEN,Chinese,40.68565146,-73.82847769,3.00,A,11402 LIBERTY AVE Queens 11419,Queens,11419,7188432511
50102635,BURGER KING,Hamburgers,40.69875026,-73.91877685,3.00,A,1412 MYRTLE AVENUE Brooklyn 11237,Brooklyn,11237,5167671472
50102637,LINCOLN HOT PIZZA,Pizza,40.81759339,-73.92354473,1.50,B-,253 EAST  149 STREET Bronx 10451,Bronx,10451,9173404740
50102646,TACOMBI,Tex-Mex,40.70464403,-74.01157033,3.00,A,74 BROAD STREET Manhattan 10004,Manhattan,10004,9172617136
50102647,NEW MASTER WONTON,Chinese,40.61422049,-73.97431552,3.00,A,2369 60 STREET Brooklyn 11204,Brooklyn,11204,7183368026
50102664,BURGER KING,Hamburgers,40.68768862,-73.85041731,3.00,A,9202 ATLANTIC AVE Queens 11416,Queens,11416,7188458710
50102665,MERA,Mediterranean,40.60516936,-73.98021077,3.00,A,282 KINGS HIGHWAY Brooklyn 11223,Brooklyn,11223,3478228536
50102666,BURGER KING,Hamburgers,40.6023191,-73.99444341,2.75,A,2164 86 STREET Brooklyn 11214,Brooklyn,11214,7182651130
50102668,APOLLO CAFE & BAKERY,Coffee/Tea,40.75479781,-73.83601234,3.00,A,4102 DELONG ST Queens 11355,Queens,11355,9173738400
50102669,POKE BOWL,Hawaiian,40.73731521,-73.99080918,3.00,A,26 EAST   17 STREET Manhattan 10003,Manhattan,10003,2127758540
50102670,SAN LOCO,Mexican,40.72426773,-73.97873215,3.00,A,111 AVENUE C Manhattan 10009,Manhattan,10009,2122607948
50102671,GRAND SEAPORT BUFFET,Chinese,40.58371937,-73.94723252,1.33,C,2027 EMMONS AVENUE Brooklyn 11235,Brooklyn,11235,9179167378
50102688,CRUZ BAKERY,Bakery Products/Desserts,40.83633603,-73.94000601,2.00,B+,1045 SAINT NICHOLAS AVENUE Manhattan 10032,Manhattan,10032,3472456997
50102705,ALL NATIONS RESTAURANT & LOUNGE,American,40.64617857,-73.92977784,3.00,A,1091 UTICA AVENUE Brooklyn 11203,Brooklyn,11203,3476291300
50102706,TOP THAI,Thai,40.72977288,-74.00421423,3.00,A,55 CARMINE STREET Manhattan 10014,Manhattan,10014,9175478933
50102722,SONNIER & CASTLE,American,40.76427724,-73.99475835,3.00,A,554 WEST   48 STREET Manhattan 10036,Manhattan,10036,2129576481
50102738,G &L CAJUN GRILL,Chinese,40.70492565,-73.79990585,2.60,A,9040 160TH ST Queens 11432,Queens,11432,6468815538
50102755,ETC.VENUES NYC,American,40.75501724,-73.97831804,3.00,A,360 MADISON AVE Manhattan 10017,Manhattan,10017,3474431410
50102756,DUFFY'S,American,40.62974367,-74.11081387,2.50,A,650 FOREST AVENUE Staten Island 10310,Staten Island,10310,7184479276
50102766,SUITED,Coffee/Tea,40.70923359,-74.00800024,3.00,A,45 JOHN STREET Manhattan 10038,Manhattan,10038,7163376030
50102800,D'LENNY RESTAURANT,Spanish,40.60295894,-73.75317003,2.00,B+,1028 BEACH   20 STREET Queens 11691,Queens,11691,3479541209
50102803,PAN RICO AMBATENO,Bakery Products/Desserts,40.70171786,-73.9234942,1.00,C,302 KNICKERBOCKER AVENUE Brooklyn 11237,Brooklyn,11237,9179660460
50102811,DA TOSCANO,Italian,40.73042895,-74.0013783,3.00,A,24 MINETTA LANE Manhattan 10012,Manhattan,10012,3476239337
50102820,CAFE JAPON,Japanese,40.6559494,-74.00599357,3.00,A,934 3 AVENUE Brooklyn 11232,Brooklyn,11232,9176968959
50102823,THE HUB,American,40.75000977,-73.99134519,3.00,A,2 PENN PLZ Manhattan 10121,Manhattan,10121,2124656284
50102831,MCDONALD'S,Hamburgers,40.71980082,-73.84502745,3.00,A,10615 71ST AVE Queens 11375,Queens,11375,7184803148
50102832,MCDONALD'S,Hamburgers,40.67972399,-73.86191833,3.00,A,7550 101ST AVE Queens 11416,Queens,11416,7188451010
50102837,RALPH'S ITALIAN ICES,Frozen Desserts,40.77462561,-73.95100168,3.00,A,1588 1 AVENUE Manhattan 10028,Manhattan,10028,6468500820
50102840,GORKHALI RESTAURANT & BAR,Asian/Asian Fusion,40.74713432,-73.88851372,3.00,A,7704 ROOSEVELT AVE Queens 11372,Queens,11372,9178326983
50102848,MCDONALD'S,Hamburgers,40.72752121,-73.81325937,3.00,A,7269 KISSENA BLVD Queens 11367,Queens,11367,6318581111
50102850,LA TAQUERIA,Mexican,40.71111926,-73.94922698,3.00,A,572 GRAND STREET Brooklyn 11211,Brooklyn,11211,2123616164
50102852,SINGAS FAMOUS PIZZA,Pizza,40.75158404,-73.87064038,3.00,A,9610 37TH AVE Queens 11368,Queens,11368,9176901465
50102875,GULCHATAY,Eastern European,40.59928455,-73.95230838,3.00,A,1915 AVENUE U Brooklyn 11229,Brooklyn,11229,7186180155
50102879,IZAKAYA TORIBAR,Asian/Asian Fusion,40.75993643,-73.96891312,3.00,A,164 EAST   56 STREET Manhattan 10022,Manhattan,10022,6467670029
50102881,THE HARISSON,American,40.76036787,-73.98518924,3.00,A,1601 BROADWAY Manhattan 10036,Manhattan,10036,2125759700
50102896,KENNEDY FRIED CHICKEN,Chicken,40.79501056,-73.94426539,3.00,A,1774 LEXINGTON AVENUE Manhattan 10029,Manhattan,10029,2129965719
50102903,SAL'S BAKERY,Bakery Products/Desserts,40.52111407,-74.23662824,3.00,A,245 RICHMOND VALLEY ROAD Staten Island 10309,Staten Island,10309,7183567485
50102904,INES CARNEGIE,Coffee/Tea,40.76517851,-73.97927859,3.00,A,152 WEST   57 STREET Manhattan 10019,Manhattan,10019,2034150101
50102905,AVENUE BBQ HUT,Barbecue,40.68726028,-73.82153242,2.00,B+,12209 LIBERTY AVE Queens 11419,Queens,11419,7188482210
50102906,KRISPY KREME,Coffee/Tea,40.86185734,-73.89218539,3.00,A,371 EAST FORDHAM ROAD Bronx 10458,Bronx,10458,9292413068
50102932,TABLE 87 GOWANUS,Pizza,40.65851038,-74.00332668,3.00,A,850 3 AVENUE Brooklyn 11232,Brooklyn,11232,3477681903
50102936,RENAISSANCE NEW YORK CHELSEA,American,40.74445446,-73.99254406,1.00,C,112 WEST   25 STREET Manhattan 10001,Manhattan,10001,2122061522
50102940,CORATO 1,Pizza,40.70588258,-73.89664774,2.00,B+,6694 FRESH POND RD Queens 11385,Queens,11385,7184976177
50102943,GOLDEN CORRAL,American,40.84225502,-73.85525119,3.00,A,2375 EAST TREMONT AVENUE Bronx 10462,Bronx,10462,5168080216
50102945,BLUESTONE LANE,Coffee/Tea,40.75371004,-73.99977983,2.50,A,30 HUDSON YARDS Manhattan 10001,Manhattan,10001,9176530633
50102966,KIDS TOWN PLAY SPACE,Coffee/Tea,40.67183005,-73.98656443,3.00,A,278A 6 STREET Brooklyn 11215,Brooklyn,11215,7187091495
50102969,LAURENTINO'S PASTICCERIA & CAFFE,Bakery Products/Desserts,40.6616777,-73.9930868,2.00,B+,680 5 AVENUE Brooklyn 11215,Brooklyn,11215,7188321871
50102974,GREGORYS COFFEE,Coffee/Tea,40.7448908,-73.9913603,3.00,A,775 6 AVENUE Manhattan 10001,Manhattan,10001,6465595973
50102985,TEA MAGIC,Coffee/Tea,40.80534749,-73.96582147,2.00,B+,2878 BROADWAY Manhattan 10025,Manhattan,10025,9176621174
50102986,TKK FRIED CHICKEN,Chicken,40.76095422,-73.83027924,3.00,A,136-20 38 AVENUE Queens 11354,Queens,11354,3322398889
50102998,ROSIE DUNN,Irish,40.75297122,-73.97282529,2.33,B+,729 3 AVENUE Manhattan 10017,Manhattan,10017,2128886769
50103003,EL SALVADORIN,Latin American,40.64717969,-74.00816574,3.00,A,4620 5 AVENUE Brooklyn 11220,Brooklyn,11220,3472218152
50103013,LUCKY EIGHT/HONG KONG CHINESE CUISINE,Chinese,40.63989522,-74.00498683,1.86,B-,5204 8 AVENUE Brooklyn 11220,Brooklyn,11220,7188518862
50103016,THE HAWKSMOOR,Steakhouse,40.73967805,-73.9867203,3.00,A,287 PARK AVENUE SOUTH Manhattan 10010,Manhattan,10010,2127771840
50103017,DELICO,Sandwiches,40.74913128,-73.97271859,1.75,B-,765 2 AVENUE Manhattan 10017,Manhattan,10017,2126976080
50103023,SUSHI STAR,Japanese,40.75447299,-73.99549544,3.00,A,462 9 AVENUE Manhattan 10018,Manhattan,10018,2122791010
50103034,LAS CHILANGAS,Mexican,40.70209503,-73.90651401,3.00,A,766 SENECA AVENUE Queens 11385,Queens,11385,3477991416
50103050,KAI YING CHINESE RESTAURANT,Chinese,40.78296447,-73.84585844,3.00,A,1821 COLLEGE POINT BLVD Queens 11356,Queens,11356,7184632200
50103057,MILLE-FEUILLE,Coffee/Tea,40.67752752,-73.96891563,3.00,A,622 VANDERBILT AVENUE Brooklyn 11238,Brooklyn,11238,3473508838
50103069,PINTO GARDEN,Thai,40.73475471,-73.99950205,3.00,A,117 WEST   10 STREET Manhattan 10011,Manhattan,10011,2123665455
50103070,SUSHI YOU GARDEN,Japanese,40.74058412,-73.75906723,3.00,A,21505 73RD AVE Queens 11364,Queens,11364,7182811188
50103079,R2P,Coffee/Tea,40.81918902,-73.95022087,3.00,A,160 CONVENT AVENUE Manhattan 10031,Manhattan,10031,9142084003
50103081,ANGELES BAKERY,Bakery Products/Desserts,40.70054916,-73.94338533,3.00,A,729 FLUSHING AVENUE Brooklyn 11206,Brooklyn,11206,7187827023
50103082,SING WOK KITCHEN,Chinese,40.87201201,-73.87765131,3.00,A,353 EAST  204 STREET Bronx 10467,Bronx,10467,6465084868
50103083,COOPER'S BAKERY,Bakery Products/Desserts,40.81466638,-73.91419121,3.00,A,520 EAST  149 STREET Bronx 10455,Bronx,10455,9294366924
50103090,EL NOPAL RESTAURANT & JUICE BAR,Mexican,40.6632476,-73.99142498,3.00,A,631 5 AVENUE Brooklyn 11215,Brooklyn,11215,7185412732
50103094,ANTIOQUENA BAKERY,Latin American,40.7491643,-73.8692231,3.00,A,9608 ROOSEVELT AVE Queens 11368,Queens,11368,9544222183
50103099,FRANGOS PERI PERI,Portuguese,40.73343384,-73.73653054,3.00,A,23316 HILLSIDE AVE Queens 11427,Queens,11427,3478078023
50103117,WINGSTOP,Chicken,40.64836086,-73.95824803,3.00,A,946 FLATBUSH AVENUE Brooklyn 11226,Brooklyn,11226,9295909464
50103133,DUNKIN',Donuts,40.79039821,-73.94760617,3.00,A,1631 LEXINGTON AVENUE Manhattan 10029,Manhattan,10029,2128821363
50103137,PIZZA COLLECTIVE,Pizza,40.77793661,-73.9820765,1.00,C,2060 BROADWAY Manhattan 10023,Manhattan,10023,6466930949
50103148,LINS'S LITTLE MOOSHU,Chinese,40.77083965,-73.73535665,3.00,A,25313 NORTHERN BLVD Queens 11362,Queens,11362,7182243288
50103156,IKUMI,Japanese,40.72674547,-74.00212145,3.00,A,135 SULLIVAN STREET Manhattan 10012,Manhattan,10012,9178822734
50103157,Ouaga,Bottled Beverages,0,0,3.00,A,2280 ADAM CLAYTON POWELL JR BOULEVARD Manhattan ,Manhattan,,9174637042
50103158,ATLANTIS DINER,American,40.64338487,-73.91434747,3.00,A,8600 FOSTER AVENUE Brooklyn 11236,Brooklyn,11236,3479061574
50103169,HOLLYWOOD DELIGHTS,Caribbean,40.88940937,-73.85956421,3.00,A,4030 WHITE PLAINS ROAD Bronx 10466,Bronx,10466,7187044048
50103170,LLAMA INN,Peruvian,40.71674687,-73.9511454,3.00,A,50 WITHERS STREET Brooklyn 11211,Brooklyn,11211,7183873434
50103178,D ROTI HUT,Caribbean,40.71439509,-73.75210647,2.14,B+,20801 JAMAICA AVE Queens 11428,Queens,11428,2038243747
50103188,STARBUCKS COFFEE #678 HUDSON,Coffee/Tea,40.74050213,-74.00518204,3.00,A,678 HUDSON STREET Manhattan 10014,Manhattan,10014,6466349309
50103190,KENNEDY FRIED CHICKEN,Chicken,40.83759332,-73.91073551,3.00,A,297 EAST  170 STREET Bronx 10456,Bronx,10456,3478624639
50103199,TAQUERIA EL BUEN SABOR RESTAURANT,Spanish,40.69679541,-73.9006288,3.00,A,1070 CYPRESS AVENUE Queens 11385,Queens,11385,3475818590
50103203,HALAL MUNCHIES,Middle Eastern,40.76755105,-73.91199943,3.00,A,2535 STEINWAY ST Queens 11103,Queens,11103,9177450585
50103207,HUNGRY GHOST,Coffee/Tea,40.7160722,-73.95959788,3.00,A,231 BEDFORD AVENUE Brooklyn 11211,Brooklyn,11211,2022706688
50103214,KARAZISHI BOTAN,Japanese,40.68317203,-73.99285741,3.00,A,255 SMITH STREET Brooklyn 11231,Brooklyn,11231,3477631155
50103215,Hungry Ghost/Teo's,Coffee/Tea,40.67222655,-73.977141,3.00,A,156 7 AVENUE Brooklyn 11215,Brooklyn,11215,2022706688
50103228,KOKOMO RESTAURANT,Caribbean,40.72205039,-73.95983956,3.00,A,65 KENT AVENUE Brooklyn 11249,Brooklyn,11249,7184139400
50103233,CORTO CAFE BAR,Coffee/Tea,40.68255979,-73.94315189,3.00,A,260 HALSEY STREET Brooklyn 11216,Brooklyn,11216,3473229002
50103251,SKIN CONTACT,American,40.71762423,-73.99047281,3.00,A,76 ORCHARD STREET Manhattan 10002,Manhattan,10002,2129339398
50103256,MARIA ON THE GRILL,Spanish,40.67520266,-73.87320814,3.00,A,2678 PITKIN AVENUE Brooklyn 11208,Brooklyn,11208,9293633972
50103258,WINEMAK'HER,French,40.66760321,-73.98762146,3.00,A,492 5 AVENUE Brooklyn 11215,Brooklyn,11215,9172136867
50103264,Caffe Aronne,Coffee/Tea,40.73847384,-74.00222648,3.00,A,112 GREENWICH AVENUE Manhattan 10011,Manhattan,10011,6462343555
50103278,LA PLAYA RESTAURANT,Latin American,40.58741775,-73.81239613,3.00,A,8716 ROCKAWAY BEACH BLVD Queens 11693,Queens,11693,7183188435
50103282,WESTIN HOTEL,American,40.750449,-73.97373224,3.00,A,212 EAST   42 STREET Manhattan 10017,Manhattan,10017,5182826019
50103284,BAI LI CHINESE RESTAURANT,Chinese,40.65066956,-73.95208771,2.00,B+,2728 CHURCH AVENUE Brooklyn 11226,Brooklyn,11226,7182875599
50103285,QUICK PIZZA,Pizza,40.6062259,-73.75474972,2.25,B+,1340 BEACH CHANNEL DR Queens 11691,Queens,11691,3479264808
50103295,CIAO BELLA COFFEE,Coffee/Tea,40.65536805,-73.95073642,2.33,B+,284 CLARKSON AVENUE Brooklyn 11226,Brooklyn,11226,7186761426
50103299,PARTNERS COFFEE NYC,Coffee/Tea,40.71782871,-73.95919639,3.00,A,125 NORTH    6 STREET Brooklyn 11249,Brooklyn,11249,3474576160
50103312,FRIDA TACOS,Mexican,40.90541021,-73.89774353,3.00,A,5786 MOSHOLU AVENUE Bronx 10471,Bronx,10471,9176012211
50103346,BROOKLYN NATIONAL DELI,American,40.75618542,-73.99056473,3.00,A,625 8 AVENUE Manhattan 10018,Manhattan,10018,5167768138
50103352,A10 KITCHEN,American,40.72808352,-73.98203945,2.00,B+,162 AVENUE A Manhattan 10009,Manhattan,10009,9172616888
50103371,EL SABOR DE LA ESQUINA,Spanish,40.67439078,-73.87881918,2.50,A,2530 PITKIN AVENUE Brooklyn 11208,Brooklyn,11208,3472406967
50103384,CHOCOLATE DIP,Bakery Products/Desserts,40.72954789,-74.00087676,1.00,C,101 MACDOUGAL STREET Manhattan 10012,Manhattan,10012,4159904154
50103385,Aloha Highway Deli,American,40.73761529,-73.79642974,3.00,A,6111 173RD ST Queens 11365,Queens,11365,6462672908
50103397,JACK'S CUISINE,Jewish/Kosher,40.61441806,-73.97405971,2.50,A,1591 MCDONALD AVENUE Brooklyn 11230,Brooklyn,11230,7187585854
50103399,FACTORY TAMAL,Mexican,40.72671766,-73.99066273,3.00,A,63 EAST    4 STREET Manhattan 10003,Manhattan,10003,3476597098
50103405,PIZZA ON THE RUN,Pizza,40.57670651,-73.98406739,3.00,A,1627 MERMAID AVENUE Brooklyn 11224,Brooklyn,11224,7189466677
50103414,ACRE,Japanese,40.72639622,-73.95477145,3.00,A,64 MESEROLE AVENUE Brooklyn 11222,Brooklyn,11222,9173273190
50103415,THE VILLAGE SALOON,American,40.72592494,-73.87720259,3.00,A,8211 ELIOT AVE Queens 11379,Queens,11379,7184768444
50103422,FLIK INTERNATIONAL,American,0,0,3.00,A,1 MANHATTAN WEST AVE Manhattan ,Manhattan,,2127352992
50103428,US KENNEDY FRIED CHICKEN PIZZA,Chicken,40.82000349,-73.91598719,2.00,B+,707 MELROSE AVENUE Bronx 10455,Bronx,10455,7186187443
50103429,MARILU & DAYSI RESTAURANT,Latin American,40.84512194,-73.93498494,3.00,A,206 AUDUBON AVENUE Manhattan 10033,Manhattan,10033,2127956909
50103437,NEW SIU'S KITCHEN,Chinese,40.65141972,-73.93683219,1.50,B-,4324 CHURCH AVENUE Brooklyn 11203,Brooklyn,11203,7182841133
50103438,CAVA MEZZE GRILL,Mexican,40.75142471,-73.98030069,3.00,A,280 MADISON AVENUE Manhattan 10016,Manhattan,10016,7188860818
50103457,ROCCO'S PIZZERIA,Pizza,40.62703633,-74.02365042,3.00,A,7818 5 AVENUE Brooklyn 11209,Brooklyn,11209,7182382658
50103472,THE STATION,Irish,40.7458714,-73.90327286,3.00,A,3950 61ST ST Queens 11377,Queens,11377,3472174071
50103473,GREENPOINT ORIGINAL PIZZA,Pizza,40.72550833,-73.951525,3.00,A,93 NORMAN AVENUE Brooklyn 11222,Brooklyn,11222,6463390938
50103483,Yummy Kitchen,Chinese,40.6961367,-73.74332845,1.00,C,21613 LINDEN BLVD Queens 11411,Queens,11411,7185590783
50103491,BOILICIOUS TO GO,Asian/Asian Fusion,40.7523375,-73.97418265,3.00,A,160 EAST   44 STREET Manhattan 10017,Manhattan,10017,9172616789
50103495,BOHEMIEN,New American,40.69098384,-73.99702147,2.00,B+,97 ATLANTIC AVENUE Brooklyn 11201,Brooklyn,11201,3478449895
50103503,VESUVIO BAKERY,Bakery Products/Desserts,40.72597145,-74.00133491,3.00,A,160 PRINCE STREET Manhattan 10012,Manhattan,10012,6468690090
50103517,XOCHITL TAQUERIA,Mexican,40.68566691,-73.99119132,3.00,A,176 SMITH STREET Brooklyn 11201,Brooklyn,11201,3475992226
50103573,LAVAN 541,American,40.74958731,-74.00467385,3.00,A,541 WEST   25 STREET Manhattan 10001,Manhattan,10001,3472108699
50103576,RIVINGTON PIZZA,Pizza,40.71896854,-73.98468982,3.00,A,170 RIVINGTON STREET Manhattan 10002,Manhattan,10002,9292706113
50103577,PEKING GARDEN,Chinese,40.69514161,-73.91597564,3.00,A,362 WILSON AVENUE Brooklyn 11221,Brooklyn,11221,7189287577
50103586,HUDSON SMOKEHOUSE,Barbecue,40.80697123,-73.92779418,3.00,A,37 BRUCKNER BOULEVARD Bronx 10454,Bronx,10454,7188727742
50103595,FRAME,American,40.75450814,-73.98807086,1.00,C,552 7 AVENUE Manhattan 10018,Manhattan,10018,2127190111
50103598,SAL'S PIZZERIA,Pizza,40.87516491,-73.87949326,3.00,A,3167 BAINBRIDGE AVENUE Bronx 10467,Bronx,10467,7188810940
50103604,MOKJA,Korean,40.76037249,-73.92196823,3.00,A,3519 BROADWAY Queens 11106,Queens,11106,7187210654
50103610,BUDDHA BAR NEW YORK,Asian/Asian Fusion,40.71684487,-74.00738429,3.00,A,62 THOMAS STREET Manhattan 10013,Manhattan,10013,9173929009
50103641,PATTI ANN'S FAMILY RESTAURANT,American,40.67958316,-73.96817917,2.14,B+,570 VANDERBILT AVENUE Brooklyn 11238,Brooklyn,11238,7188138424
50103653,BEANSTALK CAFE,Sandwiches/Salads/Mixed Buffet,40.74453933,-73.94876474,3.00,A,1333 JACKSON AVE Queens 11101,Queens,11101,6465259520
